address,chaoxiang,chuzufangshi,ditie,gongnuan,href,huxing,kanfangshijian,louceng,louxing,mianji,shangquan,zhifufangshi,zhuangxiu,zujin
阳光100国际公寓,南北,整租,距离地铁大望路391米,集中供暖,https://bj.5i5j.com/zufang/41489921.html,3室2厅,随时看房,中楼层/33层,塔楼,180,CBD,押2付3,精装,18500
中海凯旋,南北,随时看房,0,整租,https://bj.5i5j.com/zufang/41489987.html,5室2厅,金融街,顶层/9层,塔楼,320,距离地铁复兴门824米,押2付3,精装,76000
物资部大院,南,整租,距离地铁白堆子914米,集中供暖,https://bj.5i5j.com/zufang/41490021.html,1室1厅,电话预约,底层/6层,板楼,55,月坛,押1付3,精装,6600
云景西里南区,南北,整租,距离地铁梨园907米,集中供暖,https://bj.5i5j.com/zufang/41490024.html,2室1厅,随时看房,中楼层/6层,板楼,85,梨园,押2付3,精装,4300
万科星园,南,整租,距离地铁北苑路北522米,自供暖,https://bj.5i5j.com/zufang/41490032.html,1室1厅,电话预约,低楼层/28层,塔楼,78,北苑,押1付3,精装,8000
西辛南区,南北,整租,距离地铁石门456米,集中供暖,https://bj.5i5j.com/zufang/41490179.html,2室1厅,随时看房,中楼层/6层,板楼,85,顺义城,押2付3,精装,4600
世纪金色嘉园,南北,整租,距离地铁北京南站744米,自供暖,https://bj.5i5j.com/zufang/41490202.html,1室1厅,随时看房,中楼层/28层,板楼,30,北京南站,押2付3,精装,4300
工体东路,南,整租,距离地铁东大桥151米,集中供暖,https://bj.5i5j.com/zufang/41490466.html,2室1厅,随时看房,顶层/5层,板楼,54,东大桥,押2付3,精装,8300
永华北里,南北,整租,距离地铁黄村西大街735米,集中供暖,https://bj.5i5j.com/zufang/41486210.html,2室1厅,电话预约,高楼层/6层,板楼,65,黄村中,押2付3,精装,3500
胡家园小区,南,整租,距离地铁东直门868米,集中供暖,https://bj.5i5j.com/zufang/41486506.html,2室1厅,电话预约,中楼层/6层,板楼,60,东直门,押2付3,精装,7500
西便门西里,东,整租,距离地铁南礼士路902米,集中供暖,https://bj.5i5j.com/zufang/41486581.html,1室1厅,电话预约,低楼层/14层,塔楼,50,木樨地,押1付3,中装,5500
瑞莲家园,南,整租,距离地铁湾子1463米,集中供暖,https://bj.5i5j.com/zufang/41486604.html,1室1厅,随时看房,中楼层/6层,板楼,75,马连道,押2付3,精装,6200
飘HOME,南北,整租,距离地铁将台108米,集中供暖,https://bj.5i5j.com/zufang/41486726.html,3室3厅,非工作日,顶层/25层,塔楼,218.24,酒仙桥,押1付3,精装,38000
双兴东区-含阳光水岸,南北,整租,距离地铁顺义930米,集中供暖,https://bj.5i5j.com/zufang/41486759.html,2室1厅,随时看房,底层/6层,板楼,84,顺义城,押2付3,精装,4000
天畅园,东北,整租,距离地铁北苑路北529米,自供暖,https://bj.5i5j.com/zufang/41486790.html,1室1厅,随时看房,低楼层/32层,塔楼,50,北苑,押1付3,精装,6000
丽水园,南北,整租,距离地铁角门西401米,集中供暖,https://bj.5i5j.com/zufang/41487044.html,2室2厅,电话预约,高楼层/10层,板楼,97,马家堡,押2付3,精装,8000
王府温馨公寓,南北,整租,0,集中供暖,https://bj.5i5j.com/zufang/41487146.html,4室2厅,随时看房,中楼层/6层,板楼,180,北七家,押2付3,精装,12000
彩虹城四区,南北,整租,距离地铁石榴庄760米,集中供暖,https://bj.5i5j.com/zufang/41487177.html,2室1厅,随时看房,低楼层/22层,板楼,88,赵公口,押2付3,精装,7000
彩虹城四区,南北,整租,距离地铁石榴庄760米,集中供暖,https://bj.5i5j.com/zufang/41487264.html,3室1厅,随时看房,低楼层/22层,板楼,110,赵公口,押1付3,精装,8000
苹果社区北区,北,电话预约,0,整租,https://bj.5i5j.com/zufang/41487323.html,1室1厅,双井,中楼层/23层,板楼,60,0,押1付3,精装,7600
富卓苑,南北,整租,距离地铁公益西桥594米,自供暖,https://bj.5i5j.com/zufang/41487471.html,1室1厅,随时看房,底层/6层,板楼,35,马家堡,押2付3,精装,3800
高楼金第,南,随时看房,0,整租,https://bj.5i5j.com/zufang/41487478.html,1室0厅,土桥,中楼层/20层,板楼,40,距离地铁土桥944米,押2付3,精装,2800
拂林园,西南,整租,距离地铁北苑路北294米,自供暖,https://bj.5i5j.com/zufang/41487485.html,3室2厅,电话预约,中楼层/30层,塔楼,164.61,北苑,押2付3,精装,15500
民旺园,南,整租,距离地铁柳芳802米,集中供暖,https://bj.5i5j.com/zufang/41487730.html,2室1厅,电话预约,底层/3层,板楼,40,和平里,押2付3,简装,6300
奥林匹克花园一期,南北,整租,0,自供暖,https://bj.5i5j.com/zufang/41482281.html,2室2厅,随时看房,低楼层/4层,板楼,98,东坝,押2付3,中装,8300
玉桃园二区,南北,整租,距离地铁西直门490米,集中供暖,https://bj.5i5j.com/zufang/41482302.html,2室2厅,电话预约,高楼层/6层,板楼,91,新街口,押2付3,精装,14000
新华社宿舍,东,电话预约,0,整租,https://bj.5i5j.com/zufang/41482325.html,1室1厅,公主坟,中楼层/12层,板楼,48,距离地铁军事博物馆274米,押2付3,中装,5700
金蝉北里,西,整租,距离地铁欢乐谷景区735米,集中供暖,https://bj.5i5j.com/zufang/41482750.html,2室1厅,随时看房,高楼层/18层,塔楼,83,垡头,押2付3,中装,6000
东二旗新村,南北,随时看房,0,整租,https://bj.5i5j.com/zufang/41482825.html,1室1厅,北七家,中楼层/15层,板楼,65,0,押1付3,精装,3700
丽晶苑,西北,整租,距离地铁永安里157米,集中供暖,https://bj.5i5j.com/zufang/41483221.html,4室2厅,电话预约,中楼层/22层,板楼,290,CBD,押1付12,精装,36000
天溪园,南北,整租,距离地铁北苑路北602米,自供暖,https://bj.5i5j.com/zufang/41483307.html,4室2厅,随时看房,中楼层/5层,板楼,253,北苑,押2付3,精装,30000
平原里20号,西南,整租,距离地铁陶然亭384米,集中供暖,https://bj.5i5j.com/zufang/41483362.html,3室1厅,电话预约,高楼层/20层,板楼,115.49,牛街,押2付3,中装,12000
黄村西里,南北,整租,距离地铁黄村西大街501米,集中供暖,https://bj.5i5j.com/zufang/41483391.html,3室1厅,电话预约,中楼层/5层,板楼,80,黄村中,押2付3,中装,4200
华业东方玫瑰D区,南北,整租,距离地铁临河里735米,集中供暖,https://bj.5i5j.com/zufang/41483435.html,2室1厅,电话预约,顶层/27层,板楼,99,临河里,押2付3,精装,6500
科学园南里七区,南北,整租,距离地铁奥林匹克公园831米,集中供暖,https://bj.5i5j.com/zufang/41483463.html,2室1厅,电话预约,高楼层/6层,板楼,59.09,南沙滩,押1付3,简装,6600
云景里,南北,整租,距离地铁梨园815米,集中供暖,https://bj.5i5j.com/zufang/41483490.html,2室1厅,随时看房,高楼层/6层,板楼,87,梨园,押2付3,简装,4300
六合园,南东北,整租,距离地铁八角游乐园1128米,集中供暖,https://bj.5i5j.com/zufang/41483759.html,2室1厅,随时看房,高楼层/6层,板楼,65,鲁谷,押2付3,精装,6000
翠海明苑,南北,整租,距离地铁新宫690米,集中供暖,https://bj.5i5j.com/zufang/41484279.html,3室2厅,随时看房,低楼层/6层,板楼,138,新宫,押2付3,精装,9800
交大嘉园,东北,整租,距离地铁西直门1091米,集中供暖,https://bj.5i5j.com/zufang/41484449.html,2室1厅,随时看房,中楼层/19层,塔楼,87.93,西直门,押2付3,精装,11500
桃花岛,南,整租,0,集中供暖,https://bj.5i5j.com/zufang/41484596.html,2室1厅,电话预约,高楼层/6层,板楼,85,梨园,押2付3,中装,5000
空港吉祥花园,南,整租,距离地铁花梨坎461米,集中供暖,https://bj.5i5j.com/zufang/41478425.html,2室1厅,随时看房,高楼层/10层,板楼,73,后沙峪,押1付3,精装,5500
国瑞城中区,南北,整租,距离地铁崇文门434米,集中供暖,https://bj.5i5j.com/zufang/41478451.html,1室1厅,电话预约,高楼层/16层,板楼,60,崇文门,押2付3,精装,7200
西营前街,南北,整租,距离地铁九棵树957米,集中供暖,https://bj.5i5j.com/zufang/41478484.html,3室1厅,随时看房,底层/6层,板楼,99,新华大街,押2付3,中装,5500
方丹苑,东,整租,距离地铁潘家园1079米,集中供暖,https://bj.5i5j.com/zufang/41478737.html,1室1厅,电话预约,高楼层/22层,塔楼,62,潘家园,押2付3,精装,6700
小街之春,南北,整租,距离地铁土桥581米,自供暖,https://bj.5i5j.com/zufang/41478777.html,1室1厅,随时看房,高楼层/6层,板楼,53,临河里,押2付3,中装,2900
金隅景和园七区,南,整租,0,自供暖,https://bj.5i5j.com/zufang/41478962.html,2室1厅,随时看房,低楼层/21层,板楼,89,东坝,押2付3,简装,5500
云景西里南区,南北,整租,距离地铁梨园907米,集中供暖,https://bj.5i5j.com/zufang/41479057.html,2室1厅,随时看房,高楼层/6层,板楼,85,梨园,押1付3,中装,3800
保利春天里,南,整租,距离地铁天宫院298米,集中供暖,https://bj.5i5j.com/zufang/41479180.html,2室1厅,随时看房,高楼层/27层,板楼,92,天宫院,押2付3,中装,4500
健翔园,东南,整租,距离地铁牡丹园1431米,集中供暖,https://bj.5i5j.com/zufang/41479632.html,2室2厅,电话预约,顶层/24层,塔楼,128,二里庄,押2付3,中装,12000
红木林北区,南北,整租,距离地铁枣园694米,集中供暖,https://bj.5i5j.com/zufang/41479662.html,2室1厅,电话预约,高楼层/21层,板楼,85,枣园,押2付3,精装,6000
翠屏北里东区,南北,整租,距离地铁果园369米,集中供暖,https://bj.5i5j.com/zufang/41479784.html,2室1厅,随时看房,低楼层/6层,板楼,90,果园,押1付3,精装,5000
金融街长安中心,南,电话预约,0,整租,https://bj.5i5j.com/zufang/41479968.html,3室1厅,古城,中楼层/22层,塔楼,172,0,押2付6,精装,36000
武圣西里,东西,随时看房,0,整租,https://bj.5i5j.com/zufang/41479977.html,2室1厅,劲松,中楼层/6层,板楼,53,距离地铁潘家园451米,押2付3,中装,5500
蓝堡国际公寓,东南,整租,距离地铁大望路249米,集中供暖,https://bj.5i5j.com/zufang/41480212.html,6室2厅,电话预约,顶层/25层,板塔结合,395,CBD,押2付3,中装,50000
白桥苑,南北,整租,距离地铁广渠门内680米,集中供暖,https://bj.5i5j.com/zufang/41480589.html,4室2厅,随时看房,高楼层/13层,板楼,196,东花市,押1付3,精装,16500
水木天成,西,整租,距离地铁永泰庄1074米,集中供暖,https://bj.5i5j.com/zufang/41480704.html,2室1厅,电话预约,低楼层/30层,塔楼,100,清河,押2付3,精装,8000
清源佳园,南北,整租,距离地铁清源路1383米,自供暖,https://bj.5i5j.com/zufang/41473615.html,1室1厅,电话预约,高楼层/18层,板楼,60,黄村中,押2付3,精装,3300
富通大厦,南,整租,距离地铁车公庄56米,集中供暖,https://bj.5i5j.com/zufang/41473829.html,1室1厅,电话预约,中楼层/28层,板楼,75,官园,押1付3,豪装,11000
正阳小区,南,整租,距离地铁丰台东大街760米,集中供暖,https://bj.5i5j.com/zufang/41473843.html,2室1厅,电话预约,中楼层/19层,板楼,97,北大地,押1付3,中装,5600
车站中里,南北,整租,距离地铁黄村火车站250米,集中供暖,https://bj.5i5j.com/zufang/41474363.html,2室1厅,随时看房,中楼层/6层,板楼,70,黄村火车站,押2付3,中装,3500
方恒东景,南北,整租,距离地铁土桥292米,集中供暖,https://bj.5i5j.com/zufang/41474611.html,1室1厅,电话预约,顶层/25层,塔楼,50,临河里,押2付3,精装,3600
通景园,南北,随时看房,0,整租,https://bj.5i5j.com/zufang/41474648.html,2室1厅,九棵树(家乐福),中楼层/27层,板楼,90,0,押2付3,中装,4400
金茂府,南,整租,距离地铁大郊亭340米,自供暖,https://bj.5i5j.com/zufang/41474698.html,2室1厅,电话预约,中楼层/24层,板楼,201.27,百子湾,押2付3,豪装,45000
东高地小区,南北,整租,0,集中供暖,https://bj.5i5j.com/zufang/41474838.html,2室1厅,随时看房,高楼层/6层,板楼,55,旧宫,押1付3,精装,3400
黄村西里,南北,整租,距离地铁黄村西大街501米,集中供暖,https://bj.5i5j.com/zufang/41474927.html,2室1厅,电话预约,中楼层/5层,板楼,44,黄村中,押2付3,中装,3100
曙光花园望塔园,东南,随时看房,0,整租,https://bj.5i5j.com/zufang/41475456.html,2室1厅,四季青,中楼层/17层,板楼,82.01,距离地铁车道沟751米,押1付3,中装,8000
绿岛苑西区,南北,整租,距离地铁传媒大学1116米,集中供暖,https://bj.5i5j.com/zufang/41475676.html,2室1厅,电话预约,中楼层/24层,塔楼,86,定福庄,押1付3,精装,6800
信悦华庭,南,随时看房,0,整租,https://bj.5i5j.com/zufang/41475689.html,1室1厅,军博,中楼层/15层,板楼,56,距离地铁北京西站604米,押1付3,中装,6800
东二旗新村,南北,随时看房,0,整租,https://bj.5i5j.com/zufang/41475712.html,1室1厅,北七家,中楼层/15层,板楼,65,0,押1付3,精装,3700
恋日花都,南,整租,距离地铁草桥333米,集中供暖,https://bj.5i5j.com/zufang/41475988.html,3室1厅,电话预约,低楼层/18层,板楼,161.11,草桥,押2付3,中装,13000
安外花园,南,整租,距离地铁和平里北街706米,集中供暖,https://bj.5i5j.com/zufang/41476133.html,2室1厅,随时看房,中楼层/5层,板楼,62,和平里,押1付3,精装,7300
前门东大街,南北,整租,距离地铁崇文门626米,集中供暖,https://bj.5i5j.com/zufang/41476152.html,2室1厅,电话预约,高楼层/12层,板楼,65,崇文门,押2付3,精装,7500
瑞海家园三区,南北,整租,距离地铁西红门637米,自供暖,https://bj.5i5j.com/zufang/41470152.html,2室2厅,随时看房,高楼层/6层,板楼,80,西红门,押2付3,精装,5000
万科星园,南北,整租,距离地铁北苑路北522米,自供暖,https://bj.5i5j.com/zufang/41470205.html,3室2厅,电话预约,低楼层/28层,塔楼,137,北苑,押2付3,中装,14000
甘露园南里一区,东南,整租,距离地铁四惠东757米,集中供暖,https://bj.5i5j.com/zufang/41470693.html,1室1厅,随时看房,低楼层/6层,板楼,50,甘露园,押1付3,简装,4300
安慧里二区,东南,整租,距离地铁惠新西街北口903米,集中供暖,https://bj.5i5j.com/zufang/41470964.html,3室1厅,电话预约,中楼层/25层,塔楼,85,亚运村,押2付3,中装,8000
复兴门北大街,东南,整租,距离地铁复兴门303米,集中供暖,https://bj.5i5j.com/zufang/41471061.html,3室1厅,随时看房,中楼层/21层,塔楼,85,月坛,押2付3,中装,10000
天畅园,东南,整租,距离地铁北苑路北529米,自供暖,https://bj.5i5j.com/zufang/41471103.html,2室1厅,随时看房,低楼层/32层,塔楼,104,北苑,押1付3,中装,10000
西城晶华,西,整租,距离地铁西四745米,集中供暖,https://bj.5i5j.com/zufang/41471202.html,1室1厅,随时看房,中楼层/11层,板楼,70,金融街,押1付3,中装,10000
锦秋知春,东,整租,距离地铁西土城491米,自供暖,https://bj.5i5j.com/zufang/41471212.html,1室1厅,随时看房,高楼层/25层,塔楼,99,知春路,押1付3,精装,11000
佟馨家园,南北,整租,距离地铁黄村火车站1316米,自供暖,https://bj.5i5j.com/zufang/41471323.html,2室1厅,电话预约,底层/15层,板楼,88,大兴其它,押2付3,精装,3800
西山华府,北,整租,距离地铁马连洼723米,集中供暖,https://bj.5i5j.com/zufang/41471393.html,1室1厅,电话预约,顶层/6层,板楼,50,马连洼,押2付3,精装,6100
北蜂窝路15号院,东南,电话预约,0,整租,https://bj.5i5j.com/zufang/41471407.html,2室1厅,军博,高楼层/6层,塔楼,70,距离地铁军事博物馆784米,押2付3,精装,8500
定福庄西街,南北,整租,距离地铁传媒大学387米,集中供暖,https://bj.5i5j.com/zufang/41471978.html,2室1厅,电话预约,低楼层/18层,塔楼,65,定福庄,押2付3,精装,5200
美华世纪,南,整租,距离地铁建国门723米,自供暖,https://bj.5i5j.com/zufang/41472032.html,2室1厅,随时看房,低楼层/12层,板楼,102,建国门外,押2付3,精装,10000
京投万科西华府,南北,整租,距离地铁大葆台436米,集中供暖,https://bj.5i5j.com/zufang/41472097.html,3室1厅,电话预约,顶层/18层,板楼,116,科技园区,押2付3,精装,9600
回南家园,南北,电话预约,0,整租,https://bj.5i5j.com/zufang/41472116.html,2室1厅,天通苑,中楼层/6层,板楼,83.25,0,押1付3,精装,4800
北礼士路56号,西,整租,0,自供暖,https://bj.5i5j.com/zufang/41472165.html,1室1厅,电话预约,高楼层/12层,塔楼,45,官园,押2付3,中装,6300
绿地新都会,南北,整租,0,集中供暖,https://bj.5i5j.com/zufang/41466573.html,3室2厅,电话预约,高楼层/14层,板楼,131.45,良乡,押2付3,精装,5500
保利茉莉公馆,南,整租,距离地铁高米店北208米,集中供暖,https://bj.5i5j.com/zufang/41466884.html,2室1厅,电话预约,中楼层/26层,板楼,85,黄村北,押2付3,精装,5800
大兴新安里,南北,电话预约,0,整租,https://bj.5i5j.com/zufang/41467098.html,2室1厅,黄村,顶层/6层,板楼,69,0,押1付6,中装,3500
交大嘉园,南,整租,距离地铁西直门1091米,集中供暖,https://bj.5i5j.com/zufang/41467584.html,3室1厅,随时看房,高楼层/19层,板塔结合,138,西直门,押2付3,中装,14000
久敬佳园,南北,整租,0,集中供暖,https://bj.5i5j.com/zufang/41467654.html,3室1厅,电话预约,中楼层/6层,板楼,101,和义,押1付3,精装,7000
华贸国际公寓,南北,整租,距离地铁大望路350米,集中供暖,https://bj.5i5j.com/zufang/41467805.html,3室2厅,电话预约,中楼层/25层,塔楼,216.98,红庙,押2付3,精装,28000
柳芳北里,南北,整租,距离地铁柳芳509米,集中供暖,https://bj.5i5j.com/zufang/41467856.html,2室1厅,随时看房,顶层/6层,板楼,68,国展,押2付3,精装,6700
新城阳光,南北,整租,距离地铁梨园585米,集中供暖,https://bj.5i5j.com/zufang/41467895.html,1室1厅,电话预约,高楼层/15层,板楼,73.4,梨园,押2付3,简装,4500
吉祥里,东南,整租,距离地铁朝阳门484米,集中供暖,https://bj.5i5j.com/zufang/41467902.html,2室1厅,电话预约,高楼层/19层,板塔结合,70,朝阳门,押2付3,精装,8500
中联部宿舍,南北,电话预约,0,整租,https://bj.5i5j.com/zufang/41467904.html,3室1厅,军博,顶层/6层,板楼,115,距离地铁木樨地640米,押1付3,精装,15000
天锦园,南北,电话预约,0,整租,https://bj.5i5j.com/zufang/41467939.html,2室1厅,黄村中,中楼层/11层,板楼,100,距离地铁黄村西大街149米,押2付3,中装,4800
流星花园二区,北,整租,距离地铁育知路786米,自供暖,https://bj.5i5j.com/zufang/41468000.html,2室1厅,随时看房,底层/11层,塔楼,90,回龙观,押1付3,中装,11000
南苑北里三区,南北,整租,0,集中供暖,https://bj.5i5j.com/zufang/41468004.html,3室1厅,电话预约,顶层/6层,板楼,80,和义,押2付3,精装,4800
云景西里南区,南,整租,距离地铁梨园907米,集中供暖,https://bj.5i5j.com/zufang/41468121.html,1室1厅,随时看房,高楼层/6层,板楼,41,梨园,押2付3,精装,3200
天宁寺东里,南,整租,距离地铁广安门内1100米,集中供暖,https://bj.5i5j.com/zufang/41468159.html,1室1厅,电话预约,低楼层/6层,板楼,46,天宁寺,押1付1,精装,4800
兴政东里,南北,整租,距离地铁黄村西大街1004米,集中供暖,https://bj.5i5j.com/zufang/41468293.html,3室1厅,随时看房,顶层/6层,板楼,82,黄村中,押2付3,精装,4300
GOGO新世代,北,整租,距离地铁蒲黄榆105米,自供暖,https://bj.5i5j.com/zufang/41304768.html,1室1厅,电话预约,中楼层/23层,塔楼,26.65,方庄,押1付3,中装,4200
学院南路乙12号院,南,整租,距离地铁积水潭1346米,集中供暖,https://bj.5i5j.com/zufang/41305006.html,1室1厅,电话预约,高楼层/6层,板楼,36.9,学院南路,押1付3,中装,5700
花家地南里,南北,整租,距离地铁望京南1108米,集中供暖,https://bj.5i5j.com/zufang/41314775.html,2室1厅,随时看房,高楼层/6层,板楼,60,望京,押2付3,中装,6600
德胜门外大街12号院,东北,整租,距离地铁安德里北街1202米,自供暖,https://bj.5i5j.com/zufang/41319077.html,3室2厅,随时看房,低楼层/20层,板楼,97.77,六铺炕,押1付3,精装,16000
枫泉花园,南,随时看房,0,整租,https://bj.5i5j.com/zufang/41321626.html,1室1厅,中央别墅区,中楼层/16层,板楼,57,距离地铁花梨坎726米,押1付3,精装,4200
万年花城四期,北,整租,距离地铁首经贸334米,集中供暖,https://bj.5i5j.com/zufang/41324864.html,1室1厅,随时看房,中楼层/26层,板楼,52.8,玉泉营,押2付3,中装,5000
阳光100国际公寓,北,整租,距离地铁大望路391米,集中供暖,https://bj.5i5j.com/zufang/41330729.html,1室1厅,随时看房,低楼层/33层,塔楼,48,CBD,押2付3,精装,9500
劲松三区,南,整租,距离地铁劲松269米,集中供暖,https://bj.5i5j.com/zufang/41330784.html,1室1厅,随时看房,中楼层/6层,板楼,43,劲松,押2付3,中装,4500
芙蓉里小区,南北,整租,距离地铁北京大学东门1271米,集中供暖,https://bj.5i5j.com/zufang/41332335.html,2室1厅,随时看房,中楼层/6层,板楼,60.2,圆明园,押1付3,精装,9000
玉渊潭南路9号院,南北,整租,距离地铁军事博物馆485米,集中供暖,https://bj.5i5j.com/zufang/41346392.html,2室1厅,电话预约,底层/6层,板楼,105.5,军博,押1付3,精装,17000
康惠园3号院,南北,整租,距离地铁双桥558米,集中供暖,https://bj.5i5j.com/zufang/41347274.html,2室1厅,电话预约,低楼层/20层,板楼,85,双桥,押1付3,精装,5500
光熙门北里,西南,整租,距离地铁光熙门417米,集中供暖,https://bj.5i5j.com/zufang/41368855.html,2室1厅,电话预约,中楼层/22层,板楼,62.05,西坝河,押2付3,精装,8000
万年花城三期,东,整租,距离地铁首经贸625米,集中供暖,https://bj.5i5j.com/zufang/41373738.html,1室0厅,随时看房,底层/6层,板楼,49,玉泉营,押1付3,精装,4800
中央民族大学家属楼,南,整租,距离地铁魏公村818米,集中供暖,https://bj.5i5j.com/zufang/41390052.html,2室1厅,随时看房,中楼层/5层,板楼,60,魏公村,押1付3,精装,8500
中央民族大学家属楼,南,整租,距离地铁魏公村818米,集中供暖,https://bj.5i5j.com/zufang/41390895.html,2室1厅,随时看房,中楼层/5层,板楼,60,魏公村,押2付3,精装,8000
天通苑北一区,南,整租,距离地铁天通苑434米,集中供暖,https://bj.5i5j.com/zufang/41414452.html,1室1厅,电话预约,中楼层/14层,板楼,61.01,天通苑,押1付3,中装,5300
瑞都国际,北,整租,距离地铁九棵树427米,集中供暖,https://bj.5i5j.com/zufang/41381427.html,1室1厅,随时看房,低楼层/28层,板楼,66.07,九棵树(家乐福),押1付3,精装,5000
上东三角洲,西南,整租,距离地铁将台1475米,集中供暖,https://bj.5i5j.com/zufang/41383889.html,2室1厅,随时看房,高楼层/19层,塔楼,107.06,酒仙桥,押1付3,精装,8500
万寿路西街5号院,西北,整租,距离地铁万寿路435米,集中供暖,https://bj.5i5j.com/zufang/41384949.html,1室1厅,随时看房,中楼层/19层,板楼,42.8,万寿路,押2付3,精装,6000
海淀南路,南北,整租,距离地铁海淀黄庄245米,集中供暖,https://bj.5i5j.com/zufang/41386333.html,2室1厅,随时看房,低楼层/12层,板楼,63,苏州桥,押2付3,精装,8500
新华联家园北区,南北,整租,距离地铁果园521米,集中供暖,https://bj.5i5j.com/zufang/41389612.html,2室1厅,随时看房,中楼层/6层,板楼,90,果园,押1付3,中装,5700
丰汇园小区,西,整租,距离地铁灵境胡同585米,集中供暖,https://bj.5i5j.com/zufang/41392031.html,2室1厅,随时看房,中楼层/12层,板楼,54.2,金融街,押2付3,精装,7600
天通苑北二区,南北,整租,距离地铁天通苑1047米,集中供暖,https://bj.5i5j.com/zufang/41392413.html,3室1厅,随时看房,高楼层/6层,板楼,143,天通苑,押2付3,精装,8800
东亚逸品阁,南北,整租,0,集中供暖,https://bj.5i5j.com/zufang/41392434.html,3室1厅,随时看房,高楼层/21层,板塔结合,116.9,潞苑,押2付3,精装,6800
华业东方玫瑰A区,东,电话预约,0,整租,https://bj.5i5j.com/zufang/41400179.html,1室1厅,临河里,中楼层/27层,板楼,30,0,押1付3,精装,3000
西革新里110号院,南北,整租,距离地铁永定门外805米,集中供暖,https://bj.5i5j.com/zufang/41407129.html,2室1厅,随时看房,中楼层/6层,板楼,60.29,永定门,押2付3,中装,5700
南湖渠西里,南北,整租,距离地铁望京西617米,集中供暖,https://bj.5i5j.com/zufang/41407990.html,2室1厅,随时看房,顶层/5层,板楼,58,望京,押2付3,精装,7300
阿尔法社区C区,东南,整租,0,自供暖,https://bj.5i5j.com/zufang/41411589.html,2室1厅,随时看房,中楼层/6层,板楼,88,九棵树(家乐福),押1付3,精装,4500
古城南里,南,整租,距离地铁古城1035米,集中供暖,https://bj.5i5j.com/zufang/41412175.html,1室1厅,电话预约,中楼层/16层,塔楼,50,古城,押1付3,中装,4500
鸿坤理想城礼域府,南北,整租,距离地铁西红门1397米,自供暖,https://bj.5i5j.com/zufang/41413236.html,2室1厅,电话预约,低楼层/13层,板楼,95.06,西红门,押1付3,中装,6000
三里河三区,南北,整租,距离地铁木樨地479米,集中供暖,https://bj.5i5j.com/zufang/41415268.html,2室1厅,随时看房,高楼层/18层,板楼,70,月坛,押2付3,精装,14000
芳群园四区,东南,整租,距离地铁刘家窑712米,集中供暖,https://bj.5i5j.com/zufang/41418001.html,2室1厅,随时看房,高楼层/12层,板楼,62,方庄,押1付3,中装,5800
十里堡北区,南,整租,距离地铁十里堡864米,集中供暖,https://bj.5i5j.com/zufang/41449150.html,1室1厅,随时看房,中楼层/6层,板楼,43,石佛营,押2付3,中装,5000
小红庙南里,东西,整租,距离地铁达官营1341米,集中供暖,https://bj.5i5j.com/zufang/41451853.html,2室1厅,电话预约,高楼层/18层,塔楼,68.9,广安门,押2付3,中装,7000
庄维花园二期,南西北,整租,距离地铁丰台东大街517米,集中供暖,https://bj.5i5j.com/zufang/41452706.html,3室1厅,随时看房,低楼层/17层,板楼,127,七里庄,押2付3,精装,9500
索家坟,南,整租,距离地铁西直门1164米,集中供暖,https://bj.5i5j.com/zufang/41454895.html,2室1厅,随时看房,低楼层/5层,板楼,50.5,小西天,押2付3,精装,7000
索家坟,南北,整租,距离地铁西直门1164米,集中供暖,https://bj.5i5j.com/zufang/41455033.html,2室1厅,随时看房,中楼层/6层,板楼,58,小西天,押1付3,精装,7700
八里庄61号院,南北,随时看房,0,整租,https://bj.5i5j.com/zufang/41455383.html,2室1厅,定慧寺,顶层/6层,板楼,65,距离地铁海淀五路居258米,押1付3,精装,6500
国瑞城公寓,西,整租,距离地铁崇文门270米,集中供暖,https://bj.5i5j.com/zufang/41455961.html,2室2厅,电话预约,高楼层/16层,板楼,146,崇文门,押2付3,简装,17000
长桥园,南,整租,距离地铁八里桥673米,自供暖,https://bj.5i5j.com/zufang/41456302.html,2室1厅,随时看房,低楼层/15层,板楼,90,通州北苑,押2付3,精装,5000
珠江拉维小镇,南北,整租,0,集中供暖,https://bj.5i5j.com/zufang/41457184.html,5室2厅,随时看房,底层/10层,板楼,232,潞苑,押2付3,中装,8500
大屯里小区,西,整租,距离地铁大屯路东481米,集中供暖,https://bj.5i5j.com/zufang/41457330.html,2室1厅,电话预约,低楼层/28层,塔楼,83.89,亚运村,押2付3,精装,8500
融泽嘉园6号院,南北,整租,距离地铁龙泽893米,集中供暖,https://bj.5i5j.com/zufang/41457355.html,2室1厅,随时看房,中楼层/31层,塔楼,97,龙泽,押2付3,精装,7000
六里屯北里,南北,整租,距离地铁朝阳公园326米,集中供暖,https://bj.5i5j.com/zufang/41457828.html,2室1厅,电话预约,中楼层/6层,板楼,60,团结湖,押2付3,精装,7000
天桥北里,南北,整租,距离地铁珠市口684米,集中供暖,https://bj.5i5j.com/zufang/41458303.html,3室1厅,随时看房,高楼层/9层,板楼,106,陶然亭,押1付3,精装,11000
羊坊花园,南北,整租,0,自供暖,https://bj.5i5j.com/zufang/41459562.html,2室1厅,随时看房,高楼层/20层,板楼,98,西红门,押2付3,精装,5500
广渠门外大街,南,整租,距离地铁双井58米,集中供暖,https://bj.5i5j.com/zufang/41459889.html,2室1厅,电话预约,顶层/6层,板楼,65,双井,押1付3,精装,6300
